Pallet_ID,timestamp,latitude,longitude,Power_Consumption
Y0623,00:00.0,41.79556685,-87.5753315,174.5940017
S21000,10:54.1,40.58461811,-73.84556975,88.52548384
A8624,21:07.6,41.9968645,-87.82919859,51.85930789
I21001,32:42.3,40.5765736,-74.30772215,181.8533432
Q11002,43:36.4,40.55157977,-74.20695895,153.6272233
X01350,45:00.0,45.38862433,-122.7377725,197.9886325
S61003,54:30.6,40.97174859,-73.8864506,173.1730617
H7625,03:22.7,41.70198369,-88.17350975,78.00040004
B71351,05:24.0,45.6031208,-122.4398591,55.85863186
G8626,13:56.4,42.04326553,-88.18622045,58.92464198
J21004,16:18.8,40.85631937,-73.97172773,141.3521486
E71630,20:15.5,39.96931564,-75.35145456,81.23052387
G4250,30:00.0,32.59424501,-117.0124843,130.4569976
X01352,36:00.0,45.35023811,-122.2618848,129.8014754
J2251,41:04.4,32.49520714,-117.3656593,122.3016595
D0627,45:37.8,41.69283772,-89.20863951,175.334201
B11353,46:12.0,45.60385061,-122.1197577,72.96473752
N41005,49:01.1,40.7620188,-74.19943133,99.72074907
I51631,51:02.1,39.68998387,-75.18844637,86.29716348
U4252,52:08.8,32.83948706,-117.0337448,167.3421099
F5628,56:11.6,41.72786308,-89.71743843,96.17468559
V41006,59:55.2,40.75556055,-74.27596548,146.7985375
R3777,05:11.7,47.47528875,-122.316031,190.8020631
N51354,06:36.0,45.46579739,-121.8333562,82.0831579
D51632,11:33.1,40.04014447,-75.20938068,137.619549
T7253,14:17.6,32.96297335,-117.1786855,97.69691103
Z8778,15:17.6,47.44815404,-122.3643519,57.74693257
W61355,16:48.0,45.84393547,-121.7336845,51.18022027
F3629,17:19.1,41.49349215,-90.21253856,85.49240208
R41007,21:43.4,40.76132317,-74.44873139,196.4928856
A11633,21:48.7,40.05541873,-75.25754141,124.0759861
Z5254,25:22.0,32.85159766,-116.8963555,66.77657396
G2779,25:23.4,47.78691346,-122.1409216,196.890274
B31356,26:59.9,45.63828173,-121.8366419,59.58415845
F7630,27:52.9,41.51364058,-90.2176254,113.573391
P31634,32:04.2,39.86015199,-75.4262416,195.6974012
Y0780,35:29.3,47.48783273,-121.795442,84.05872701
B9255,36:26.4,32.62518202,-116.558979,118.0019849
D0631,38:26.7,41.70447471,-90.30309071,130.2807046
U4781,45:35.2,47.48376253,-121.8715449,135.9460051
N8256,47:30.8,32.77587049,-116.5351439,155.7268071
J51635,52:35.2,39.61828159,-75.5695779,121.9443642
I7257,58:35.2,32.94409593,-116.3884891,88.26872748
E5632,59:34.2,41.37068457,-90.14467823,86.48242571
M11008,05:19.9,40.92279424,-74.95014898,79.9062871
U91357,07:47.9,45.88613647,-121.5473435,166.5773817
Z5258,09:39.6,32.81596858,-116.6696099,115.4416067
J1633,10:08.0,41.43467184,-90.40836176,102.5576471
T21358,17:59.9,45.58212295,-121.1274859,58.58384011
Z7634,20:41.8,41.84579721,-90.74364448,132.1666224
F61636,23:21.8,39.82698189,-75.92433168,181.9576536
M7782,25:58.6,47.38684161,-121.687217,183.0572219
S1259,31:48.4,32.81935397,-116.6542685,138.5136591
I2783,36:04.5,47.64335168,-121.355172,156.7881271
X91009,38:02.2,40.8108636,-75.05129753,165.3673271
G8635,41:49.3,41.61575583,-91.42630342,99.65875056
D8260,42:52.8,32.73836011,-116.0889333,186.5557187
C91637,43:52.8,39.22551484,-76.36772396,79.96974436
B3784,46:10.3,47.37990668,-121.2666713,122.1192338
C11010,48:56.3,40.91212685,-74.92004697,188.9419469
S5636,52:23.1,41.52714575,-91.30082807,153.4753988
P0261,53:57.2,32.56591239,-116.2457177,176.972309
P91359,58:47.9,45.71797783,-120.8417104,141.5189411
F4637,02:56.9,41.89786136,-91.46135529,186.0415463
J71638,14:39.4,39.61071982,-76.33930934,110.4577972
L0785,16:27.9,47.19041724,-121.1009764,59.67163801
K91360,19:11.9,45.59777034,-119.7698566,117.2027407
A9638,24:04.5,41.68284009,-91.88166617,74.69240339
F0639,34:38.2,41.7641725,-92.02163982,179.9929198
R1786,36:39.6,47.37538104,-120.9844169,115.2995942
D3262,38:14.8,32.9847107,-116.0209814,149.6313982
W2787,46:45.5,46.87805663,-120.8218839,79.98117271
N6263,49:19.2,32.61773681,-115.4030125,156.119409
P21011,54:21.0,41.26860852,-75.70087176,61.95461055
G81639,55:41.5,39.25457612,-76.67792465,122.7646881
P4640,55:45.8,41.71554646,-92.40343422,173.908782
C71205,00:00.0,30.43053101,-97.64475235,65.23515515
R9264,00:23.6,32.6556687,-114.6627766,139.9611298
Z6641,06:19.6,41.62379996,-92.915863,133.8772701
K2788,06:57.2,46.90100108,-120.6893357,62.56993352
T4874,07:57.5,33.89372295,-84.34184367,57.94091677
S81206,10:04.2,30.44877833,-97.96352955,58.10697918
N11361,10:11.9,45.73679536,-118.4064654,96.19976205
R81640,16:12.6,39.33634271,-76.82511849,93.14452386
H11362,20:23.9,45.75099458,-118.3469032,66.80956764
K3265,22:32.3,32.77455808,-114.4200842,66.18048989
P11207,30:12.5,30.31008145,-98.03367628,195.7515627
I81363,30:35.8,45.52458188,-118.3151807,62.17508837
C1875,30:55.0,33.97250349,-84.46757062,90.92229496
W4266,33:36.7,32.86636192,-114.4090247,121.0620869
E2642,38:00.9,41.79450835,-93.5839671,110.1472668
O01208,40:16.6,30.25523797,-98.04938926,61.90131175
H61364,40:47.8,45.21630296,-118.4501934,130.3493178
G2876,42:23.8,33.99409689,-84.67836742,97.10874246
W9267,44:41.1,32.80145889,-114.3387139,188.5135796
T21641,46:59.1,39.54272523,-77.24448026,117.5416132
C6789,47:20.7,46.57010217,-120.3981481,90.4008414
L2643,48:34.7,41.82991224,-93.66405722,193.3345794
T91365,50:59.8,45.57439951,-118.2404881,163.1435733
U2877,53:52.6,33.94205328,-84.71211715,176.912766
K3268,55:45.5,32.65677888,-114.3639676,88.75976606
Q41642,57:14.6,39.28977417,-77.41143364,106.8056085
Q8790,57:26.5,46.57177193,-120.2208287,149.9036152
L61012,59:45.6,40.8034104,-76.79088683,120.9953472
Z61500,05:00.0,33.94342293,-84.33413986,126.9870417
A4878,05:21.3,34.00388898,-84.85672597,132.8569309
T6269,06:49.9,32.69321258,-113.9167312,71.83883208
I81643,07:30.2,39.3683688,-77.40764348,99.1080081
B51013,10:39.7,41.16594064,-77.16871099,166.066578
V01366,11:23.8,45.50061839,-117.8396063,55.82358904
Y0879,16:50.1,34.48848459,-84.78131388,153.9379688
P0270,17:54.3,32.93397371,-113.6767578,63.68187404
I51209,20:33.3,30.07731135,-97.9141734,70.24381597
C01014,21:33.9,41.08266499,-77.28673237,125.9134966
P9791,27:44.1,46.0030957,-119.5884671,89.22067355
W61644,28:01.2,39.50872067,-77.99928724,83.75377192
U4880,28:18.8,34.16970733,-84.92494134,129.6950506
J4271,28:58.7,32.8470065,-113.3913006,143.357826
P51210,30:37.4,29.98514674,-98.30392381,75.49328322
J2644,30:49.8,41.62884813,-94.59130666,156.0993092
B81015,32:28.0,41.29385943,-77.48534398,118.4878567
Z9272,40:03.1,33.14806913,-112.8487001,77.66911657
S01016,43:22.1,41.27790799,-77.4983375,193.0174785
U91645,48:32.3,38.95158547,-77.70425882,199.0297883
N6273,51:07.5,33.08702566,-112.5324458,87.68602302
O2645,51:57.4,41.50889294,-95.24668023,153.4851464
L3792,58:01.7,45.99900433,-119.234034,92.81391365
K3274,02:11.9,32.69031722,-112.4697219,194.7792475
O61367,02:23.8,44.43280246,-117.3276916,158.914078
F4646,02:31.1,41.39913673,-95.34648322,59.74756253
U31211,10:54.1,29.96966635,-98.31673479,199.7531625
U21368,12:35.8,44.25071436,-117.1012927,77.91250159
G1647,13:04.9,41.511515,-95.16246401,177.1448571
X4275,13:16.3,33.07909768,-112.4934483,197.5866897
N71017,16:04.4,41.09129445,-77.74071533,107.8626304
Z81501,16:19.5,34.04761592,-84.78510192,136.0369834
U21646,19:18.8,39.07397108,-77.91877553,121.3949061
A1648,23:38.7,41.66592474,-95.57028669,139.3932189
K7881,25:42.6,35.06474285,-84.97056281,97.01475578
X61018,26:58.5,41.06739227,-78.21390323,135.2762049
V5793,28:19.3,45.6397736,-118.4395198,107.0728723
T0649,34:12.5,41.4129131,-95.711004,96.33504701
M6276,35:25.1,32.67783947,-111.6219615,109.0047042
K4882,37:11.4,34.86179406,-85.23200706,123.4466334
U31019,37:52.6,41.02883179,-78.45490349,198.1517415
L41647,39:49.9,38.87457807,-78.2283738,63.22286068
R81212,41:06.6,30.23180297,-98.27596775,162.7028601
R2650,44:46.3,41.24413533,-95.88623081,93.67642308
S9277,46:29.5,32.78010903,-111.3161402,118.2531633
C81502,46:53.6,34.25062047,-84.68126517,115.6082254
P3794,48:31.0,45.6805556,-118.3410474,175.802279
T11648,50:05.4,39.11630423,-78.41233102,157.8266418
R31213,51:10.7,30.04501133,-98.32183602,125.6937659
F9651,55:20.0,41.47604138,-95.87186775,148.0605426
P1278,57:33.9,32.8672186,-111.4167425,85.00805079
K31020,59:40.8,40.87428614,-78.66358718,72.64991472
B7883,00:08.9,34.99787092,-85.52405359,91.10256613
P61649,00:20.9,38.76808831,-78.44104657,192.2738636
G4652,05:53.8,41.18156395,-96.0729376,155.9626288
J21650,10:36.4,39.04011489,-78.36020855,132.0963611
S2884,11:37.7,35.03253156,-85.3586461,156.0872583
Q0653,16:27.6,41.34720923,-95.89438886,99.38128601
S51214,21:23.2,30.40000666,-98.74488439,157.4798092
S21021,21:29.1,41.01335898,-78.90606264,139.8421316
S8885,23:06.4,34.93539697,-85.6100412,54.37895694
X01369,23:59.8,43.73896592,-116.7123771,68.11600663
O9279,30:47.1,32.18697738,-110.8154865,109.9877232
T11651,31:07.5,38.62562532,-78.46161885,179.0352377
E0654,37:35.1,41.03060026,-96.16382922,181.8693934
P91652,41:23.0,38.42542201,-78.8149385,121.469758
I4280,41:51.5,32.16192498,-110.9191211,99.94731227
E61022,43:17.3,41.40866208,-78.99031048,52.02194643
F51370,44:23.7,43.48153884,-116.5184315,60.89689221
T41503,48:01.7,34.83167743,-85.19445524,59.25293274
Y51215,51:35.7,30.08497633,-99.14626669,73.99271083
Q51653,51:38.5,38.51148518,-78.63107537,67.00651464
Z1281,52:55.9,32.11110578,-110.8082702,77.35777714
L8886,57:32.7,35.27396972,-85.90471931,189.3538771
S31504,58:13.1,34.98107699,-85.26108236,137.132741
Y5655,58:42.7,40.85927765,-96.16299946,121.4198399
K1282,04:00.3,32.15540216,-110.7109188,133.5411671
Z01371,04:47.7,43.42294669,-115.8749345,182.2614933
X51023,05:05.5,41.32631821,-79.06140429,92.67307975
G6656,09:16.5,40.9159338,-96.45539659,196.5035353
U2283,15:04.7,32.16615174,-110.6138893,57.66412181
G91024,15:59.6,41.39377293,-79.14863573,104.5298101
Z9795,19:23.7,44.81889406,-117.9951147,96.02066245
Y7657,19:50.3,40.90936737,-96.58852187,163.352262
Z31372,25:11.7,42.84825389,-115.4752776,109.4090104
H51505,28:47.1,34.93312591,-85.22213604,79.14801429
J3796,29:29.6,44.72348726,-117.4748583,116.1335356
C31654,32:40.6,38.45337157,-79.13749182,54.27048339
Z31373,35:23.7,42.75756148,-115.3541714,57.17403385
F6284,37:13.5,32.03423356,-110.7114247,147.0627168
V11025,37:47.8,41.33332204,-79.61617664,135.9185605
G51655,42:56.2,38.37731291,-78.88740924,128.856828
W0887,43:27.8,35.91203484,-86.59329367,98.23702905
S9285,48:17.9,31.82383023,-110.5984951,149.7762864
U81506,49:09.9,34.82467999,-85.48112173,179.2380445
F4658,51:31.6,40.57700398,-96.95807783,186.3107254
K01507,59:21.2,34.78923998,-85.47817455,97.10590651
O9286,59:22.3,32.06600412,-110.4359683,131.7428945
F0659,02:05.4,40.71588564,-97.1756118,105.4328188
K81656,03:27.2,37.88822013,-79.32724028,190.3717024
E3888,06:25.3,36.41813886,-86.98468282,50.72665889
K0287,10:26.7,31.77670518,-110.3112408,63.90385682
W71657,13:42.7,38.16290158,-79.13092185,101.8830284
P3889,17:54.0,36.32720151,-87.08722097,157.8647983
O61508,19:43.9,35.3688922,-86.03012086,117.2016748
I3797,19:58.9,44.08581274,-117.1329836,180.3364714
W7288,21:31.1,31.86995546,-109.8127242,141.5079689
M5660,23:12.9,40.58204228,-98.12215057,104.300665
G21658,23:58.2,37.78654168,-79.23654952,64.51060177
Z11374,26:23.7,43.02771725,-114.7989611,165.4724443
P5890,29:22.8,36.30569757,-87.05294407,76.5563494
X7798,30:04.7,44.26582096,-117.022453,169.2410959
Y5289,32:35.5,32.44535216,-109.9673646,195.5826734
E21659,34:13.8,37.88999923,-79.16015239,159.3676506
Q4891,40:51.6,36.55139513,-87.38858534,117.7977746
H01026,43:12.5,41.41236675,-80.42310381,170.790691
M1290,43:39.9,32.53990095,-109.6098825,81.98357716
P9661,44:20.5,40.89069218,-98.18682932,67.69003056
N11375,46:47.7,42.49147631,-114.7865031,191.5948
W9799,50:16.5,43.96067546,-116.6358613,107.8201032
X7892,52:20.3,36.62614898,-87.39500929,53.87120237
K21027,54:06.6,41.05480486,-80.54407679,86.39541108
X41660,54:44.8,37.4680109,-79.59809837,148.3085426
J9662,54:54.3,40.47919523,-98.58942824,109.852989
W21376,56:59.7,42.42899371,-114.4927066,117.3649453
B9291,05:48.7,32.23768903,-109.3459475,61.88801637
J71377,07:11.7,42.6350177,-114.3062153,149.847289
K3800,10:28.2,43.5266086,-116.4528841,102.228186
Y01509,10:40.7,35.74161858,-86.62861992,124.2586694
V2893,15:17.8,36.6575445,-87.81698328,84.99944161
X41028,15:54.8,41.04307971,-80.81739414,144.0874837
F0663,16:01.8,40.55585497,-99.07624867,71.58080726
J0292,16:53.1,32.05449361,-109.4642047,152.3738435
N11378,17:23.7,42.42461681,-113.9171785,126.3315627
H3801,20:34.0,43.76711152,-116.6627498,139.5529969
F31510,20:52.1,36.21871397,-86.79995756,183.0314617
W31216,22:38.1,30.97684124,-102.1024921,94.6956912
J8664,26:35.6,40.71701139,-99.33935133,94.50097514
R9894,26:46.6,36.81910324,-88.0443326,152.5756416
Y41029,26:48.9,41.38559186,-80.87836979,81.83275734
J6802,30:39.9,43.70040356,-116.1869819,167.4260576
K71511,31:03.4,35.91140685,-86.92912301,179.6247573
Q21217,32:42.3,31.07674944,-102.3189283,187.9690348
L9665,37:09.4,40.73443876,-99.84158965,173.8381794
N61030,37:43.0,41.28026913,-81.3148768,52.92866975
J9293,39:01.9,32.15427138,-108.7880024,99.07393988
G8803,40:45.8,43.64212411,-116.0743717,188.1389236
A91512,41:14.8,36.1601297,-86.69129362,67.86814907
X91661,46:02.4,37.34284908,-79.87799618,179.5975891
U81379,47:59.6,42.74891994,-113.5929815,137.328594
X3895,49:44.1,37.15589658,-88.25088462,131.6195252
A0294,50:06.3,32.29168822,-108.4771057,152.7705844
R5804,50:51.6,43.56515497,-116.0421544,111.956376
O01662,56:18.0,37.14848233,-80.06641295,135.3467964
U51031,59:31.3,41.21055001,-81.23495012,100.4048323
X4805,00:57.5,42.93444446,-115.7079471,183.0394561
U4295,01:10.7,32.009912,-108.4702964,172.2993373
L7896,01:12.9,37.11056713,-88.27914845,143.6516244
P11513,01:37.5,36.34727481,-87.08148538,110.9009514
W3666,08:50.7,40.90515115,-100.1222829,166.0412978
A0806,11:03.4,42.81658877,-115.3833086,60.39144939
W01514,11:48.9,36.52591911,-86.83706271,64.20700986
M3897,12:41.7,37.22463034,-88.46373903,110.7260967
E11218,12:58.9,30.78263957,-103.6643005,159.2070697
X1667,19:24.5,41.08779763,-100.5842456,175.4987075
H9296,23:19.5,32.21716168,-107.5129069,182.5133109
T3898,24:10.4,36.80143797,-88.28030514,72.05767807
S61380,28:47.6,42.08999548,-112.8357112,54.2581448
Q61515,32:11.6,36.74746859,-87.28300486,50.23133307
P91219,33:07.2,31.11674234,-104.2407668,159.5102336
J3297,34:23.8,32.10827284,-107.5666732,186.9861924
L0899,35:39.2,36.97347452,-88.56198699,68.30559899
O91663,37:20.0,37.40344133,-80.48828588,52.23290208
P21381,38:59.6,42.00690485,-112.6972762,82.2024405
O9668,40:32.1,40.94929963,-101.4004743,164.295117
S8807,41:20.9,42.74414531,-115.4850045,144.3237888
Z91516,42:22.9,36.6244984,-87.48881309,144.1888474
X1298,45:28.2,32.28188236,-107.5285641,99.19869591
X7900,47:07.9,36.89147,-88.44387961,120.1525024
G81382,49:11.6,41.68211379,-112.7171479,171.269564
M6669,51:05.8,41.19232505,-101.5941551,71.17080411
Q1808,51:26.8,42.76693622,-115.2448006,135.8117044
V11032,54:01.8,41.12931441,-82.45549687,155.3165743
U7299,56:32.6,32.48732903,-107.0432684,182.5947266
S5901,58:36.7,37.20739485,-88.85310851,119.1825729
X4809,01:32.7,42.68533211,-115.1336285,175.5901113
M41517,02:45.7,37.07957682,-87.70636151,150.5088043
M41220,03:19.7,31.27401395,-104.5223964,81.06506021
E7300,07:37.0,32.40796719,-106.9978694,104.4086828
Y71383,09:35.6,41.78067758,-111.9198658,72.06073843
S31664,18:22.1,37.00413378,-80.51046281,61.09438238
O9301,18:41.4,32.48752736,-106.7106051,67.6304586
C71384,19:47.6,41.5097128,-112.1331736,73.1691452
W5902,21:34.2,37.0152941,-88.87203392,90.34341803
A0670,22:47.2,41.2521926,-102.307925,88.87545685
P01518,23:08.4,37.02973835,-87.97559771,130.7430055
R01221,23:28.0,30.85689407,-104.9043727,71.83405857
N31033,26:44.2,41.48903451,-82.97827087,89.07581718
U3302,29:45.8,32.20838849,-106.756123,108.3992228
B9903,33:03.0,37.43249379,-88.93563433,191.2268596
K21034,37:38.3,41.47667161,-83.55324243,82.05913991
L11665,38:53.2,36.82714041,-81.18341335,181.7919462
N7303,40:50.2,31.80300577,-106.8044831,122.905254
A3810,41:56.1,42.54704463,-114.3618054,180.0260759
J9671,43:54.7,41.24462757,-102.7487396,77.59969376
U4904,44:31.7,37.50323474,-88.73858027,92.65903021
N71035,48:32.4,41.43515668,-83.55800294,192.2081518
R8304,51:54.6,31.99971786,-106.5235752,107.5447659
E6811,52:02.0,42.69233643,-114.6664391,108.1413995
C1905,56:00.5,37.73788101,-89.1812548,194.3922624
W01036,59:26.5,41.65571336,-83.82848968,79.49566903
R2812,02:07.8,42.24934057,-114.551922,100.1113645
O4305,02:59.0,32.00557017,-106.2662122,151.5964856
F7906,07:29.3,37.76188863,-89.13855989,83.16708352
M61385,10:47.6,41.08668997,-111.7450981,163.8743207
F2813,12:13.7,42.16826656,-114.6177345,181.4668294
T0306,14:03.4,31.61625639,-106.5598945,150.6687883
M3672,15:36.1,41.4031765,-103.6670864,59.06958279
S3907,18:58.0,37.89718889,-88.95938477,131.4826405
L41666,19:55.3,36.84780517,-81.35731117,111.1737695
J41667,30:10.8,36.76029514,-81.43455479,81.71857528
M31386,31:11.6,41.06402233,-111.7228478,103.2558471
Q2307,36:12.2,31.51650762,-106.3121547,69.75832582
J0673,36:43.6,41.25852612,-104.2071137,148.8296447
O41387,41:23.6,41.06755429,-111.3806211,71.99700815
X0908,41:55.5,38.18997064,-89.10868394,157.0475461
F91222,44:01.3,31.34167927,-105.9240389,155.8864645
J4308,47:16.6,31.64409837,-106.1986392,67.46951938
V3674,47:17.4,41.32203042,-104.5499717,59.48714818
E01668,50:41.8,36.70878664,-81.52347417,108.3595365
W01388,51:35.6,41.32622583,-111.0115802,119.9332765
N6909,53:24.3,38.39491806,-88.99223762,158.6299411
T71037,53:57.0,41.56116864,-84.65947647,199.9568887
J51519,54:50.6,37.05256726,-88.67188879,66.76549661
C7675,57:51.2,41.16279584,-104.8062161,175.2390004
L8309,58:21.0,31.49872457,-105.8951572,118.7186024
Q71389,01:47.5,41.17748928,-110.8697392,107.6634666
V01038,04:51.1,41.49984731,-85.13280363,98.62652592
D6310,09:25.4,31.53403179,-105.8435093,69.85518571
H51390,11:59.5,41.17719669,-111.0014439,114.3675239
E8814,12:48.8,41.67102406,-114.9734524,85.06512375
V6676,18:58.7,41.20691052,-105.5835817,174.6902981
O3311,20:29.8,31.33193471,-106.0225068,81.426366
H11669,21:28.4,36.91373854,-81.79134687,89.02659709
A51391,22:11.5,41.20153576,-110.7852093,66.98938187
W21223,24:18.0,31.65583211,-106.2578669,117.5789055
Y11520,25:24.7,37.49497485,-88.91934364,142.1968767
O0677,29:32.5,41.40711814,-105.200508,112.5029538
W0312,31:34.2,31.38192031,-105.6821825,61.607667
A81670,31:43.9,36.93968742,-81.85016742,112.9113472
V01392,32:23.5,41.42610645,-110.5988129,59.86190317
X1815,33:00.6,41.53371213,-114.8992926,82.60083817
U21224,34:22.1,31.86984062,-106.3304589,81.50412381
N4678,40:06.3,41.39617861,-105.4195256,95.71127705
R81671,41:59.5,36.4092418,-82.20245317,156.9508426
T1313,42:38.6,31.15054258,-105.6463078,76.06200859
Y6816,43:06.4,41.41563973,-114.9529399,111.536295
C81225,44:26.3,31.71802547,-106.4212099,185.067514
I71039,48:27.6,41.66298176,-85.90618287,157.1356812
C3817,53:12.3,41.23795446,-115.0639937,130.5513786
W2314,53:43.0,31.12340735,-105.2473377,177.1964765
Q01040,59:21.7,41.58276673,-86.02672793,186.318963
S3679,01:13.8,41.4684123,-105.904828,183.7572788
Q2910,02:16.9,38.59385154,-90.05703976,151.096709
G91672,02:30.5,36.79255282,-82.50203459,142.9285845
V91393,02:59.5,41.57869416,-110.0682946,118.6293685
T81226,04:34.6,31.88293922,-106.6440941,62.49263909
F3315,04:47.4,31.14648011,-105.2786857,92.84003545
J71394,13:11.5,41.78112285,-109.4252713,168.7617631
W1911,13:45.6,38.47258123,-89.92949596,59.03860847
J11227,14:38.8,32.31822737,-106.738483,179.7933843
O3316,15:51.8,31.11276941,-104.8692096,195.7184004
Q81521,16:21.4,37.97825279,-89.02207331,153.2214262
I31041,21:09.9,41.59106718,-86.29231584,107.7680015
O11673,23:01.6,36.24061335,-82.69804833,104.3150688
E51395,23:23.5,41.72509841,-109.5186645,92.11388657
W6818,23:29.9,40.54325472,-114.780518,191.8917479
Q3317,26:56.2,30.84267198,-104.9049428,128.4665585
M31042,32:04.0,41.8108189,-86.50248784,91.59948511
R81674,33:17.1,36.24698072,-82.62099763,131.7438289
R5819,33:35.7,40.18812583,-114.8763562,117.783954
C3318,38:00.6,31.06296525,-104.8269584,194.0725534
H11043,42:58.1,41.82988445,-86.68819866,161.0715997
W3680,43:29.0,41.53825623,-106.8776488,185.9217412
F71675,43:32.6,36.23052043,-82.72803559,128.4534412
K31522,46:55.5,38.11670936,-88.85202677,143.2447668
T4912,48:11.9,38.92050038,-90.29209742,174.7251891
M6820,53:47.4,39.98577325,-114.6502184,88.80708056
T91676,53:48.1,36.33706944,-83.28168147,193.8319131
T81044,53:52.2,41.61313837,-86.72485046,160.9219603
C1319,00:09.4,31.28033098,-104.185665,63.95828015
Z6821,03:53.3,39.993246,-114.8179947,86.57708162
E61523,07:18.2,38.41859164,-89.15430396,150.5242404
G6913,11:09.4,38.51456447,-90.30867558,108.8434038
M1320,11:13.8,30.94385148,-104.4398889,171.7137597
U91396,14:23.5,41.58694029,-108.1055029,87.90382302
H31228,15:03.7,32.26127396,-107.9256642,78.6679561
R1321,22:18.2,31.02721166,-104.2471982,144.6834076
F9914,22:38.2,38.69176894,-90.37876115,68.36720949
C91677,24:34.7,36.11393509,-83.74624028,88.97529012
Q31229,25:07.9,32.24290775,-108.3099592,98.61440531
Z01524,27:40.9,38.61273636,-89.48096314,87.6275263
B5322,33:22.6,31.17505633,-104.222712,146.368532
N4915,34:06.9,38.74500709,-90.42570762,55.1665469
R6822,34:10.9,39.40647957,-114.950711,133.9466404
U91045,37:28.7,41.81439806,-87.12343615,136.654738
R3777,44:16.7,39.03358749,-114.8978707,190.8020631
B41397,44:59.5,41.78878374,-107.1033426,115.9845586
F81678,45:05.7,35.65095137,-84.21916449,120.8754899
M9916,45:35.7,38.94001251,-90.66950915,164.09101
J1681,46:51.6,41.89419709,-109.0605863,150.8770139
E11525,48:03.7,38.28551229,-89.63307894,103.4053123
Z8778,54:22.6,39.39825025,-114.8733726,57.74693257
X61679,55:21.3,35.61821161,-84.32934118,98.80892918
W9917,57:04.5,39.04998683,-91.05860837,122.4516878
J4682,57:25.4,41.83950277,-108.9572271,199.5455604
I91526,58:15.0,38.77646509,-89.71758447,147.6001046
L91046,59:16.9,41.61425527,-87.34015389,65.35147364
P7323,06:35.8,31.03455711,-102.9666066,64.19875367
F2918,08:33.2,38.56702383,-91.08938035,56.43048905
H61047,10:11.0,41.49912274,-87.32232749,152.61419
